id_cliente,data_entrada,data_saida
8.956,2022-09-27,
8.942,2022-09-27,2022-12-29
8.935,2022-09-28,
8.921,2022-09-28,
8.872,2022-11-03,2022-12-06
8.865,2022-09-28,2023-01-09
8.851,2022-09-26,
8.844,2022-09-26,
8.837,2022-09-28,2023-08-29
8.830,2022-10-03,
8.823,2022-09-26,2023-05-31
8.816,2022-09-27,
8.809,2022-09-22,
8.802,2022-09-21,2022-12-28
8.795,2022-09-22,
8.788,2022-09-23,2023-05-12
8.781,2022-10-24,2022-10-27
8.774,2022-09-21,
8.767,2022-09-21,
8.753,2022-10-18,
8.746,2022-09-26,2023-09-26
8.739,2022-09-23,
8.732,2022-10-06,
8.725,2022-10-06,
8.718,2022-09-28,
8.711,2022-09-20,
8.704,2022-09-21,
8.697,2022-10-13,
8.690,2022-09-28,
8.683,2022-10-13,
8.676,2022-09-30,2023-03-13
8.669,2022-09-19,
8.662,2022-10-14,
8.655,2022-09-19,
8.648,2022-09-22,
8.634,2022-09-20,
8.627,2022-09-20,
8.613,2022-09-15,
8.606,2022-09-20,2023-09-20
8.599,2022-09-27,2023-01-16
8.592,2022-09-16,
8.585,2022-09-21,
8.578,2022-09-16,2023-07-11
8.571,2022-09-26,
8.564,2022-09-28,
8.557,2022-09-16,
8.550,2022-09-19,
8.543,2022-10-03,
8.536,2022-09-19,
8.529,2022-10-07,
8.522,2022-09-15,2023-07-05
8.515,2022-09-19,
8.494,2022-09-14,
8.487,2022-09-08,2022-10-11
8.480,2022-10-11,2023-08-14
8.473,2022-09-15,
8.466,2022-09-16,
8.459,2022-09-08,2022-11-09
8.452,2022-09-06,
8.445,2022-09-06,
8.438,2022-09-09,
8.431,2022-09-09,2023-06-28
8.424,2022-10-27,
8.417,2022-09-06,
8.403,2022-09-09,
8.396,2022-09-21,
8.389,2022-09-05,
8.368,2022-09-14,
8.361,2022-10-13,
8.354,2022-09-14,
8.347,2022-09-02,
8.333,2022-09-09,
8.326,2022-09-01,
8.319,2022-09-01,
8.312,2022-09-02,
8.305,2022-09-14,
8.298,2022-09-01,2023-07-12
8.291,2022-09-23,
8.284,2022-08-31,
8.270,2022-10-17,2023-06-28
8.263,2022-09-13,
8.256,2022-09-15,
8.249,2022-09-13,2022-12-29
8.242,2022-09-06,2023-08-29
8.235,2022-08-30,2023-04-24
8.228,2022-08-30,
8.221,2022-09-09,
8.214,2022-09-20,
8.200,2022-08-29,
8.193,2022-09-01,
8.186,2022-08-25,2023-05-26
8.179,2022-08-25,
8.172,2022-09-02,
8.165,2022-08-25,2023-04-19
8.151,2022-09-12,
8.144,2022-08-25,
8.137,2022-08-25,2022-11-17
8.130,2022-08-24,
8.123,2022-08-25,
8.116,2022-09-06,2023-08-31
8.109,2022-10-18,
8.102,2022-09-08,
8.095,2022-08-24,2023-06-30
8.088,2022-08-29,
8.081,2022-08-26,
8.074,2022-11-14,
8.067,2022-09-01,
8.060,2022-08-25,
8.053,2022-08-30,
8.046,2022-09-09,2022-11-08
8.039,2022-08-19,
8.032,2022-08-18,
8.025,2022-08-19,
8.018,2022-08-25,
8.011,2022-08-18,
8.004,2022-08-17,
7.997,2022-08-17,
7.990,2022-08-17,2022-11-11
7.976,2022-08-16,
7.969,2022-10-10,2023-05-24
7.962,2022-08-12,
7.955,2022-08-15,
7.941,2022-08-15,2023-07-17
7.934,2022-08-11,
7.920,2022-08-11,
7.906,2022-08-12,
7.892,2022-08-15,2023-09-12
7.885,2022-09-06,
7.878,2022-08-10,
7.871,2022-08-10,2023-07-31
7.864,2022-10-17,
7.857,2022-08-12,
7.850,2022-08-11,
7.843,2022-08-08,2022-12-19
7.836,2022-08-09,
7.815,2022-08-11,
7.808,2022-08-04,
7.801,2022-08-08,
7.794,2022-08-10,
7.759,2022-08-23,2022-12-19
7.500,2022-08-10,2022-12-23
7.493,2022-08-09,
7.486,2022-08-01,
7.479,2022-09-09,2022-11-22
7.472,2022-07-29,
7.465,2022-08-03,2022-10-24
7.458,2022-08-02,
7.451,2022-08-23,
7.444,2022-08-09,2022-11-07
7.437,2022-08-08,
7.423,2022-07-28,
7.416,2022-07-26,2023-08-21
7.409,2022-08-08,2023-08-16
7.402,2022-08-01,
7.395,2022-08-01,2023-04-04
7.388,2022-08-02,
7.381,2022-08-10,2023-02-28
7.367,2022-07-22,
7.360,2022-07-20,
7.353,2022-07-22,
7.346,2022-07-22,
7.332,2022-07-19,
7.325,2022-07-20,
7.318,2022-07-19,2023-03-10
7.311,2022-08-09,2022-11-04
7.304,2022-07-15,2023-05-08
7.297,2022-07-26,2023-01-17
7.290,2022-07-21,2022-10-17
7.283,2022-07-18,
7.276,2022-07-18,
7.269,2022-07-15,
7.262,2022-07-15,
7.255,2022-07-13,
7.248,2022-07-21,
7.241,2022-07-22,2023-02-13
7.234,2022-08-05,
7.227,2022-07-18,
7.220,2022-07-26,
7.213,2022-07-20,
7.206,2022-07-14,
7.199,2022-07-13,
7.192,2022-07-13,
7.185,2022-07-12,
7.178,2022-07-13,2023-07-11
7.171,2022-07-18,
7.143,2022-07-13,
7.136,2022-07-15,
7.129,2022-07-12,
7.122,2022-07-18,
7.115,2022-07-12,
7.108,2022-07-22,
7.101,2022-07-12,
7.094,2022-07-20,2022-11-08
7.087,2022-07-15,2023-09-27
7.080,2022-07-12,2023-07-12
7.073,2022-07-12,
7.066,2022-07-11,
7.059,2022-07-18,2022-12-22
7.052,2022-07-22,
7.045,2022-07-19,
7.031,2022-07-11,
7.024,2022-07-14,
7.017,2022-07-19,
7.010,2022-07-12,
7.003,2022-07-21,2023-09-20
6.996,2022-07-15,
6.989,2022-07-13,
6.982,2022-07-11,
6.975,2022-07-12,
6.968,2022-07-21,
6.954,2022-07-18,
6.947,2022-07-11,
6.940,2022-07-13,
6.933,2022-08-25,
6.926,2022-07-11,2022-11-04
6.919,2022-07-14,
6.912,2022-07-25,
6.905,2022-07-11,
6.898,2022-07-11,
6.891,2022-07-12,
6.884,2022-07-11,
6.877,2022-07-11,
6.870,2022-07-15,
6.863,2022-07-19,2022-10-25
6.856,2022-07-11,
6.849,2022-07-11,
6.835,2022-07-14,
6.828,2022-07-11,
6.821,2022-07-20,
6.814,2022-07-19,2023-08-25
6.807,2022-07-11,
6.800,2022-07-11,2022-10-19
6.793,2022-07-12,
6.786,2022-07-11,
6.779,2022-07-11,
6.772,2022-07-19,
6.758,2022-07-11,
6.751,2022-07-12,
6.744,2022-07-15,2023-06-21
6.737,2022-07-11,
6.730,2022-08-05,
6.723,2022-07-11,
6.716,2022-07-19,
6.709,2022-07-04,
6.702,2022-07-18,
6.695,2022-07-11,
6.688,2022-07-11,
6.681,2022-07-13,
6.674,2022-07-19,
6.667,2022-07-12,2023-08-31
6.660,2022-07-15,
6.653,2022-07-12,
6.646,2022-07-12,
6.632,2022-06-30,
6.625,2022-07-08,
6.618,2022-07-26,
6.611,2022-07-01,
6.604,2022-07-08,
6.597,2022-07-12,2023-07-11
6.590,2022-08-15,
6.583,2022-07-12,
6.576,2022-07-13,
6.569,2022-07-04,
6.562,2022-07-20,2023-08-30
6.555,2022-07-05,
6.548,2022-06-30,
6.541,2022-06-29,2023-04-06
6.534,2022-07-01,2023-08-29
6.527,2022-06-30,2023-06-29
6.520,2022-07-14,
6.513,2022-07-13,
6.506,2022-07-22,
6.499,2022-07-13,2023-03-03
6.492,2022-06-28,
6.485,2022-07-11,2022-09-06
6.471,2022-07-12,
6.464,2022-06-30,
6.457,2022-06-29,
6.450,2022-06-29,2023-09-19
6.443,2022-06-24,2022-10-19
6.429,2022-06-30,
6.422,2022-07-11,2022-09-02
6.415,2022-06-30,2023-06-29
6.408,2022-10-10,
6.401,2022-07-15,2023-07-03
6.394,2022-07-11,
6.387,2022-07-28,
6.373,2022-06-29,2022-10-26
6.366,2022-06-22,
6.359,2022-06-29,
6.352,2022-06-22,
6.345,2022-06-30,
6.338,2022-07-11,2022-10-20
6.331,2022-06-24,
6.324,2022-08-24,
6.317,2022-07-11,2023-07-04
6.310,2022-07-11,
6.303,2022-07-04,
6.296,2022-07-04,
6.289,2022-07-12,2022-10-26
6.282,2022-06-27,
6.268,2022-07-28,2023-09-19
6.261,2022-06-30,
6.254,2022-06-27,
6.247,2022-06-27,2023-05-26
6.240,2022-06-23,2023-07-04
6.233,2022-06-21,
6.226,2022-06-21,2022-07-15
6.219,2022-06-24,
6.212,2022-06-24,
6.205,2022-06-21,2022-10-14
6.198,2022-06-30,
6.191,2022-07-07,
6.184,2022-06-21,
6.177,2022-06-21,
6.170,2022-06-24,
6.163,2022-06-23,
6.156,2022-06-23,
6.149,2022-09-28,
6.135,2022-06-28,
6.128,2022-06-20,
6.121,2022-06-21,
6.114,2022-08-02,
6.107,2022-06-21,2023-06-06
6.086,2022-06-22,
6.072,2022-07-14,
6.058,2022-06-21,2023-07-04
6.044,2022-06-20,
6.037,2022-06-10,
6.030,2022-06-09,
6.023,2022-06-17,
6.016,2022-06-28,
6.009,2022-06-23,2022-10-21
6.002,2022-06-28,
5.995,2022-06-14,
5.988,2022-06-21,2023-03-02
5.981,2022-06-21,2023-03-02
5.974,2022-06-23,2023-03-02
5.967,2022-06-24,2023-02-14
5.960,2022-06-22,
5.953,2022-06-23,
5.939,2022-06-21,2023-03-02
5.932,2022-06-27,
5.918,2022-06-20,
5.897,2022-08-03,
5.890,2022-06-08,
5.883,2022-06-09,
5.876,2022-06-20,
5.869,2022-06-09,
5.862,2022-06-20,
5.855,2022-06-06,
5.848,2022-07-01,2023-08-04
5.841,2022-06-21,
5.834,2022-06-24,
5.827,2022-06-09,
5.820,2022-06-09,
5.813,2022-08-09,2023-07-03
5.806,2022-06-22,2023-06-23
5.799,2022-07-26,2023-01-18
5.792,2022-06-09,
5.785,2022-06-27,
5.778,2022-09-23,
5.771,2022-10-26,
5.764,2022-06-27,
5.750,2022-07-11,
5.743,2022-06-14,
5.736,2022-06-29,2022-09-15
5.729,2022-06-22,2023-09-20
5.722,2022-07-27,2023-06-28
5.715,2022-07-11,2023-07-10
5.708,2022-06-20,2023-07-31
5.701,2022-06-28,2022-10-04
5.687,2022-06-22,2023-01-17
5.680,2022-06-15,2023-06-26
5.673,2022-06-27,
5.666,2022-06-02,
5.659,2022-06-28,
5.645,2022-06-21,
5.638,2022-06-20,
5.624,2022-06-06,
5.617,2022-06-06,
5.610,2022-06-20,
5.596,2022-06-20,
5.589,2022-06-06,
5.582,2022-06-22,
5.575,2022-07-07,
5.568,2022-06-09,
5.561,2022-06-02,
5.554,2022-06-02,
5.547,2022-06-02,
5.540,2022-06-21,
5.533,2022-06-21,
5.526,2022-06-02,
5.512,2022-06-27,2022-11-24
5.505,2022-06-03,
5.498,2022-06-24,
5.491,2022-06-03,
5.484,2022-06-09,2023-05-26
5.477,2022-06-24,2022-07-27
5.470,2022-06-01,
5.463,2022-05-27,
5.456,2022-05-30,
5.449,2022-05-31,
5.442,2022-06-07,2022-10-13
5.435,2022-05-31,
5.428,2022-05-27,
5.421,2022-06-13,
5.400,2022-06-03,
5.393,2022-05-30,2022-11-18
5.386,2022-06-22,
5.379,2022-06-07,2023-08-01
5.372,2022-05-27,
5.365,2022-06-23,
5.351,2022-05-31,
5.344,2022-05-27,
5.337,2022-05-30,2023-06-12
5.330,2022-05-30,
5.323,2022-07-08,
5.309,2022-06-03,
5.302,2022-05-30,2023-05-26
5.295,2022-06-06,
5.288,2022-05-30,
5.274,2022-05-25,
5.267,2022-06-02,
5.260,2022-06-23,2023-08-24
5.253,2022-05-31,2022-08-23
5.246,2022-05-27,
5.239,2022-05-31,2022-09-26
5.232,2022-05-25,
5.225,2022-05-30,
5.218,2022-05-30,2023-02-28
5.197,2022-05-25,2022-10-06
5.190,2022-05-26,
5.183,2022-05-23,
5.176,2022-05-31,2022-07-12
5.169,2022-05-25,
5.162,2022-05-31,2022-08-22
5.155,2022-05-31,2023-04-26
5.148,2022-05-24,
5.141,2022-06-02,
5.134,2022-06-03,
5.127,2022-05-30,
5.120,2022-06-02,
5.113,2022-05-16,
5.106,2022-05-23,
5.099,2022-05-23,
5.092,2022-05-31,2023-02-28
5.085,2022-05-26,2023-07-04
5.071,2022-05-24,
5.064,2022-07-01,2023-05-17
5.057,2022-05-24,
5.050,2022-05-27,
5.043,2022-09-02,
5.036,2022-06-01,
5.029,2022-05-24,
5.015,2022-05-23,
5.008,2022-05-24,2023-07-03
5.001,2022-05-23,
4.987,2022-05-24,
4.980,2022-05-18,
4.973,2022-05-23,2022-12-13
4.966,2022-05-23,
4.959,2022-05-18,
4.952,2022-05-24,2023-02-06
4.945,2022-05-19,2022-11-03
4.938,2022-05-20,
4.931,2022-05-20,
4.924,2022-05-27,
4.917,2022-06-02,
4.910,2022-05-20,2023-08-16
4.903,2022-05-16,2023-04-10
4.896,2022-05-20,2023-06-06
4.889,2022-05-19,2023-08-10
4.882,2022-05-10,2022-12-01
4.875,2022-05-17,
4.868,2022-05-20,
4.861,2022-05-23,2023-02-28
4.854,2022-05-24,
4.847,2022-05-20,
4.840,2022-05-16,
4.826,2022-05-17,
4.819,2022-05-26,
4.812,2022-05-13,
4.805,2022-05-16,
4.798,2022-05-18,
4.791,2022-05-18,
4.784,2022-05-19,2023-01-19
4.777,2022-05-31,2022-09-29
4.770,2022-05-19,
4.763,2022-05-12,2023-01-27
4.749,2022-05-18,
4.742,2022-05-13,
4.735,2022-05-17,2023-08-10
4.728,2022-05-25,
4.721,2022-05-24,
4.714,2022-05-11,
4.707,2022-06-09,
4.700,2022-05-13,
4.693,2022-06-02,2023-08-21
4.686,2022-05-12,2023-02-06
4.679,2022-05-26,
4.672,2022-06-01,
4.665,2022-07-27,
4.658,2022-05-18,
4.651,2022-05-11,
4.644,2022-05-12,
4.637,2022-05-11,
4.630,2022-05-12,
4.623,2022-05-19,
4.616,2022-05-12,
4.609,2022-06-15,2023-07-13
4.602,2022-05-18,
4.595,2022-05-18,2023-08-31
4.581,2022-05-27,
4.574,2022-05-31,
4.567,2022-05-18,
4.560,2022-05-23,
4.553,2022-05-12,
4.546,2022-05-12,
4.539,2022-05-24,
4.532,2022-05-11,
4.525,2022-05-11,
4.518,2022-05-13,
4.511,2022-05-11,
4.504,2022-04-28,
4.497,2022-05-11,
4.490,2022-05-12,
4.483,2022-04-27,
4.476,2022-04-27,
4.469,2022-04-27,2023-09-27
4.462,2022-05-12,
4.455,2022-05-02,
4.448,2022-05-24,
4.441,2022-05-19,
4.434,2022-05-12,2023-08-16
4.427,2022-05-13,
4.420,2022-04-29,
4.413,2022-05-18,
4.399,2022-05-18,
4.392,2022-05-18,2023-08-03
4.385,2022-05-09,2022-06-02
4.378,2022-05-09,
4.371,2022-04-26,
4.364,2022-04-05,
4.357,2022-04-26,
4.350,2022-05-11,
4.343,2022-05-09,
4.336,2022-06-07,
4.329,2022-05-25,
4.322,2022-05-04,
4.315,2022-04-29,
4.308,2022-05-09,2023-05-12
4.301,2022-05-09,
4.294,2022-04-26,
4.287,2022-04-27,
4.280,2022-04-28,
4.273,2022-04-29,
4.266,2022-04-28,
4.259,2022-05-17,
4.252,2022-04-27,
4.245,2022-04-29,
4.238,2022-04-20,2022-04-25
4.231,2022-04-18,2022-04-18
4.224,2022-05-02,
4.217,2022-04-19,
4.203,2022-04-25,
4.196,2022-04-28,
4.189,2022-04-13,
4.182,2022-04-20,2023-03-22
4.175,2022-04-25,
4.168,2022-04-25,
4.161,2022-04-12,
4.154,2022-04-11,
4.147,2022-04-18,
4.140,2022-04-20,
4.133,2022-04-18,
4.126,2022-05-09,
4.119,2022-07-22,
4.112,2022-04-11,
4.105,2022-04-07,2023-05-26
4.098,2022-04-29,2023-09-22
4.091,2022-04-25,2023-05-26
4.084,2022-04-08,
4.077,2022-04-22,
4.070,2022-04-13,2023-06-13
4.063,2022-04-06,
4.056,2022-04-08,2023-09-20
4.042,2022-04-11,
4.035,2022-05-11,
4.028,2022-04-27,
4.021,2022-04-06,
4.014,2022-04-28,
4.007,2022-04-07,2023-08-04
4.000,2022-04-06,
3.993,2022-04-22,2023-07-07
3.986,2022-04-08,
3.979,2022-06-28,
3.972,2022-04-04,2023-09-20
3.965,2022-04-01,
3.958,2022-03-28,
3.951,2022-03-25,
3.944,2022-03-22,
3.930,2022-03-22,
3.923,2022-03-22,
3.916,2022-03-22,2023-05-13
3.909,2022-03-22,
3.902,2022-03-22,
3.895,2022-03-23,
3.888,2022-04-12,2022-09-13
3.881,2022-03-17,
3.874,2022-03-17,
3.867,2022-03-18,
3.860,2022-03-22,
3.853,2022-03-22,
3.846,2022-03-24,
3.839,2022-03-17,2023-08-30
3.832,2022-03-22,
3.825,2022-03-17,2023-07-31
3.818,2022-03-15,
3.811,2022-03-17,2022-11-30
3.804,2022-03-24,
3.797,2022-03-24,
3.790,2022-03-14,2022-07-26
3.783,2022-03-23,2023-08-29
3.776,2022-03-18,
3.769,2022-03-14,2023-09-29
3.762,2022-03-10,
3.755,2022-03-14,2023-07-18
3.748,2022-05-03,2023-06-16
3.741,2022-04-04,
3.734,2022-03-23,2023-09-20
3.727,2022-03-08,
3.720,2022-03-04,
3.713,2022-03-09,
3.706,2022-03-03,
3.699,2022-03-09,
3.692,2021-12-21,2023-08-29
3.685,2022-03-16,
3.678,2022-03-16,
3.671,2022-03-07,2023-07-07
3.650,2022-02-24,2023-08-31
3.643,2022-02-23,
3.636,2022-03-11,2023-09-20
3.629,2022-03-09,2022-07-26
3.622,2022-02-22,
3.615,2022-04-06,
3.608,2022-02-22,2022-05-24
3.601,2022-02-23,
3.594,2022-03-10,
3.587,2022-03-11,2023-09-20
3.580,2022-03-09,2023-09-20
3.573,2022-03-08,2023-06-01
3.566,2022-02-24,
3.559,2022-02-22,2022-03-10
3.552,2022-02-18,
3.545,2022-02-17,
3.538,2022-04-07,
3.531,2022-02-22,
3.524,2022-02-17,
3.517,2022-02-15,
3.510,2022-04-18,
3.503,2022-02-11,
3.496,2022-03-07,2023-09-19
3.489,2022-02-22,
3.482,2022-02-10,
3.475,2022-02-24,2023-09-20
3.468,2022-02-09,
3.461,2022-02-17,2023-06-27
3.454,2022-03-09,2023-08-31
3.447,2022-02-25,2023-08-31
3.440,2022-02-10,2023-07-18
3.433,2022-02-24,2023-06-05
3.426,2022-03-04,
3.419,2022-03-04,2023-08-16
3.412,2022-02-15,
3.405,2022-02-21,
3.398,2022-02-21,
3.391,2022-02-25,
3.384,2022-02-02,
3.377,2022-03-29,2022-09-27
3.370,2022-02-10,2023-08-22
3.363,2022-02-02,
3.356,2022-02-17,
3.342,2022-02-18,2023-06-20
3.335,2022-02-02,
3.328,2022-02-16,2023-06-01
3.321,2022-02-24,2023-06-28
3.300,2022-02-16,
3.293,2022-02-16,
3.286,2022-03-07,
3.279,2022-03-10,2023-03-10
3.272,2022-01-28,
3.265,2022-02-24,
3.258,2022-03-15,
3.251,2022-02-25,
3.244,2022-03-14,
3.237,2022-02-15,
3.230,2022-03-11,
3.223,2022-01-20,
3.216,2022-01-20,
3.209,2022-02-15,2022-04-06
3.202,2022-02-04,2023-07-19
3.195,2022-01-20,
3.188,2022-02-10,2023-06-30
3.181,2022-01-28,2023-07-18
3.174,2022-02-04,2023-07-18
3.153,2022-01-28,2023-07-31
3.146,2022-02-10,2023-07-13
3.139,2022-02-22,2022-09-21
3.132,2022-02-04,2022-09-16
3.118,2021-12-23,
3.111,2021-12-21,2023-07-10
3.104,2022-01-21,
3.097,2022-02-15,
3.090,2022-02-24,
3.083,2022-01-12,
3.076,2021-12-23,2023-09-20
3.069,2022-02-04,2023-07-10
3.062,2022-02-10,2023-07-14
3.055,2021-12-21,
3.048,2022-01-14,
3.041,2021-12-23,
3.034,2022-03-15,2023-07-31
3.013,2021-12-21,
3.006,2022-02-16,2023-07-05
2.999,2022-02-21,
2.992,2021-12-17,
2.985,2021-12-21,
2.978,2022-01-21,2023-06-15
2.971,2022-01-14,
2.964,2021-12-23,
2.957,2022-02-04,
2.943,2021-12-16,
2.936,2021-12-17,
2.929,2022-02-21,
2.922,2022-02-21,
2.915,2021-12-21,
2.908,2021-12-21,2023-06-12
2.901,2021-12-17,
2.894,2022-01-12,
2.880,2022-01-11,2022-04-11
2.873,2022-01-12,
2.859,2021-12-21,2023-06-13
2.838,2021-12-21,
2.831,2021-12-14,2022-01-31
2.824,2022-01-24,2023-02-28
2.817,2021-12-16,2023-02-28
2.810,2022-01-17,
2.803,2022-02-24,
2.796,2021-12-23,
2.775,2021-12-21,2022-05-17
2.768,2021-12-20,2023-06-20
2.754,2021-12-13,
2.747,2021-12-13,
2.740,2021-12-10,
2.733,2021-12-22,
2.726,2021-12-16,2023-06-21
2.719,2022-01-17,2023-06-02
2.712,2021-12-08,2023-04-24
2.705,2021-12-08,2023-04-11
2.698,2021-12-08,2022-10-31
2.691,2022-01-12,
2.684,2022-01-24,2023-09-20
2.670,2021-12-16,2023-08-15
2.663,2022-02-16,2023-06-15
2.656,2022-01-13,
2.649,2021-12-20,2022-10-02
2.635,2021-12-16,2023-07-18
2.628,2021-12-13,2023-06-30
2.621,2022-02-18,2023-09-20
2.614,2022-02-21,2023-09-29
2.586,2022-03-15,2022-05-18
2.579,2021-12-20,2023-07-18
2.572,2021-12-16,2023-07-18
2.565,2022-02-24,2022-10-31
2.558,2021-12-13,2023-06-13
2.537,2021-12-21,2023-06-27
2.523,2021-12-03,2022-03-11
2.516,2021-12-13,
2.509,2022-03-25,2023-06-22
2.502,2021-12-03,
2.495,2021-12-21,2023-05-26
2.488,2021-12-08,
2.481,2021-12-15,2023-01-18
2.474,2021-12-13,2023-07-10
2.467,2021-12-06,2023-06-29
2.460,2021-12-08,2023-06-28
2.453,2021-12-06,2023-06-27
2.446,2022-02-22,2023-09-20
2.439,2021-12-01,2023-02-28
2.432,2021-12-01,2023-02-28
2.425,2021-11-29,
2.411,2021-12-06,2023-06-23
2.404,2022-01-21,2022-03-30
2.397,2021-12-13,
2.390,2021-12-15,2023-07-31
2.383,2021-12-10,2023-09-20
2.376,2021-12-23,2023-07-04
2.362,2021-12-03,2023-08-31
2.348,2022-03-09,2023-09-20
2.341,2021-12-10,2023-09-20
2.334,2021-12-02,
2.320,2021-12-08,
2.313,2022-02-24,
2.306,2021-12-01,
2.299,2021-11-30,
2.292,2021-11-30,2023-06-21
2.285,2021-12-08,2023-07-25
2.278,2022-01-28,2023-07-25
2.271,2021-11-29,
2.257,2021-11-25,
2.250,2022-02-23,
2.243,2022-02-22,
2.236,2021-11-30,2023-06-12
2.229,2021-11-29,2022-09-30
2.222,2021-12-08,2023-05-30
2.215,2021-12-06,2022-05-19
2.201,2021-11-30,2023-07-21
2.194,2021-11-26,2022-12-23
2.187,2022-01-28,2023-05-27
2.180,2021-12-21,2023-07-05
2.173,2021-11-19,2022-03-23
2.159,2021-12-06,
2.152,2021-11-25,
2.145,2021-12-21,2023-05-24
2.138,2021-12-16,2023-07-19
2.131,2021-11-25,2023-07-03
2.124,2021-11-29,2022-12-22
2.117,2022-01-24,2022-12-23
2.110,2022-02-10,2023-05-25
2.103,2021-12-21,
2.089,2021-11-19,
2.075,2021-11-24,
2.061,2021-11-23,
2.054,2021-11-19,2021-11-19
2.047,2021-11-18,
2.040,2021-12-16,
2.033,2021-11-29,
2.026,2021-11-30,
2.019,2021-11-11,
2.012,2021-11-17,
2.005,2021-11-12,
1.998,2021-11-17,
1.991,2021-11-17,
1.984,2021-11-19,2023-04-05
1.977,2021-11-12,
1.970,2021-12-20,
1.956,2021-11-23,
1.942,2021-11-08,2023-02-17
1.928,2021-11-23,
1.921,2021-11-25,
1.907,2021-12-08,2022-06-02
1.900,2021-11-11,
1.893,2021-11-04,
1.886,2021-11-03,2023-07-24
1.872,2021-11-19,
1.865,2021-10-29,2023-08-07
1.858,2021-10-29,2023-03-16
1.851,2021-10-29,2022-12-01
1.844,2021-10-10,2021-12-21
1.837,2021-12-02,
1.830,2021-11-19,2022-01-21
1.823,2021-10-26,
1.816,2021-10-29,
1.809,2021-10-26,
1.802,2021-10-28,2023-01-11
1.795,2021-11-01,2022-12-22
1.788,2021-11-19,
1.781,2021-10-25,
1.774,2021-10-22,
1.767,2021-07-24,
1.739,2021-07-24,
1.732,2021-10-22,2023-01-10
1.725,2021-10-25,2023-01-12
1.718,2021-10-19,
1.711,2021-10-26,
1.704,2021-11-12,
1.697,2021-10-22,2022-07-25
1.690,2021-10-15,
1.683,2021-10-25,
1.676,2021-10-01,2023-03-13
1.669,2021-10-26,2021-10-26
1.655,2021-10-15,
1.648,2021-10-14,
1.634,2021-10-26,2023-08-29
1.627,2021-10-26,2021-12-21
1.620,2021-10-26,
1.613,2021-10-26,
1.606,2021-10-26,2021-12-17
1.599,2021-10-15,
1.592,2021-10-01,
1.585,2021-09-30,2022-12-21
1.578,2021-10-08,2022-12-22
1.571,2021-10-08,
1.564,2021-09-03,2022-03-17
1.557,2021-10-08,
1.550,2021-09-23,2022-03-29
1.543,2021-09-23,2022-03-29
1.536,2021-10-13,2023-05-25
1.529,2021-09-30,2023-06-07
1.522,2021-10-05,
1.515,2021-10-14,2022-12-23
1.508,2021-09-30,2022-12-22
1.501,2021-09-29,
1.494,2021-09-30,
1.487,2021-10-06,2022-09-30
1.480,2021-10-25,
1.473,2021-09-16,
1.466,2021-09-30,
1.459,2021-09-17,2022-01-13
1.452,2021-09-16,
1.445,2021-09-24,
1.438,2021-09-17,2023-06-20
1.431,2021-09-17,2023-06-20
1.424,2021-09-17,2023-06-20
1.403,2021-09-10,
1.396,2021-09-08,
1.389,2021-09-08,2021-09-08
1.382,2021-08-23,
1.375,2021-09-02,
1.368,2021-09-02,2021-09-02
1.361,2021-09-13,2021-12-21
1.354,2021-08-10,
1.347,2021-09-02,
1.340,2021-09-02,2021-09-02
1.333,2021-10-07,
1.326,2021-09-01,2023-09-11
1.319,2021-08-12,
1.312,2021-08-27,2023-07-06
1.305,2021-08-31,2023-07-06
1.298,2021-08-27,2023-07-06
1.291,2021-08-12,
1.284,2021-09-06,2021-10-28
1.277,2021-08-25,2021-09-06
1.270,2021-10-26,
1.263,2021-08-10,
1.256,2021-08-04,
1.249,2021-07-29,2021-09-23
1.242,2021-10-15,
1.235,2021-08-10,2022-02-22
1.228,2021-08-11,2022-04-06
1.221,2021-09-20,2022-02-24
1.214,2021-09-10,
1.207,2021-08-13,2023-09-30
1.200,2021-08-10,
1.193,2021-08-04,2021-08-10
1.186,2020-05-25,2022-03-30
1.179,2021-08-11,
1.172,2021-08-05,
1.165,2021-07-26,2021-08-11
1.158,2021-07-21,2021-08-10
1.151,2021-07-20,
1.144,2021-07-15,2023-01-19
1.137,2021-07-13,
1.130,2021-07-13,
1.123,2021-07-09,2023-01-19
1.116,2021-07-09,2021-08-11
1.109,2021-07-02,2021-09-10
1.102,2021-07-01,2023-08-16
1.095,2021-06-30,
1.088,2021-06-30,
1.081,2021-06-30,
1.074,2021-06-30,2021-09-16
1.067,2021-06-30,
1.060,2021-06-30,
1.053,2021-06-30,2021-09-20
1.046,2021-06-30,
1.039,2021-06-30,2023-01-19
1.032,2021-06-29,2021-06-30
1.025,2021-06-29,2021-06-30
1.018,2021-06-24,
1.011,2021-06-22,
1.004,2021-06-22,2021-06-30
997,2021-06-11,
990,2021-06-10,
983,2021-06-10,2021-06-22
976,2021-06-10,2021-07-02
969,2021-06-10,
962,2021-06-10,
955,2021-06-08,
948,2021-06-01,2023-06-01
941,2021-05-19,
934,2021-05-19,
927,2021-05-19,
920,2021-05-14,2023-06-21
913,2021-05-14,
906,2021-05-10,2021-07-09
899,2021-05-10,2022-03-29
892,2021-05-07,2021-06-09
885,2021-05-07,2022-10-26
878,2021-05-07,
871,2021-05-04,2021-06-22
864,2021-04-01,
857,2021-04-30,
850,2021-04-30,
843,2021-04-30,
